Name,GeoID,Total,Contracts
Alabama,04000US01,3193078.0,443488.0
Alaska,04000US02,456862.0,77153.0
Arizona,04000US04,4211223.0,719546.0
Arkansas,04000US05,1943427.0,254903.0
California,04000US06,24443872.0,4697422.0
Colorado,04000US08,3387310.0,789859.0
Connecticut,04000US09,2444403.0,500103.0
Delaware,04000US10,611120.0,104599.0
District of Columbia,04000US11,428261.0,99622.0
